"","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","actor_2_facebook_likes","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes","title_year"
"925",98,90,176,523,677,72601713,560,21396,2055,1,155,5.1e+07,5.6,605,2006
"926",71,93,14,728,2000,35092918,1000,15740,5468,0,110,NA,4.9,1000,2006
"927",299,130,129,12000,21000,296623634,17000,220758,64040,2,919,5e+07,4.6,13000,2009
"928",212,90,80,21,145,267652016,50,467113,275,1,945,6e+07,7.9,0,2001
"929",413,106,53,593,13000,62453315,963,200035,14607,2,407,50200000,7.1,36000,2011
"930",67,155,58,720,25000,165500000,11000,145257,38518,0,322,4.8e+07,6.9,0,1991
"931",109,139,488,597,10000,153620822,743,189923,12182,0,318,5e+07,7.3,0,1996
"932",457,112,3000,1000,15000,218628680,3000,471644,21773,1,623,5e+07,7,74000,2012
"933",156,139,274,285,625,147637474,440,224671,1474,0,470,5e+07,7.7,11000,1997
"934",55,115,293,878,49000,135014968,22000,80580,74382,1,375,5e+07,6.7,0,1998
"935",272,143,285,7000,11000,2175312,8000,131227,28176,2,346,5e+07,6.3,41000,2013
"936",117,96,65,828,12000,126203320,11000,110432,26826,1,309,5e+07,5.8,0,2002
"937",539,112,14000,417,1000,126975169,560,287822,3388,0,849,5e+07,7.1,37000,2011
"938",169,131,0,658,8000,125548685,883,135246,10003,0,498,5.2e+07,7.3,0,2000
"939",140,116,80,651,11000,105807520,1000,156717,14087,2,357,5e+07,6.4,0,2003
"940",330,112,97,584,17000,191616238,920,258186,19428,2,322,5e+07,7.1,24000,2014
"941",120,123,277,4000,11000,105264608,10000,239752,25697,0,406,6e+07,7.6,11000,1994
"942",190,104,235,1000,14000,97680195,11000,271691,29505,1,243,7e+07,6.8,0,2008
"943",177,107,43,569,12000,126088877,919,33354,14569,2,110,5e+07,6.6,10000,2016
"944",65,124,0,701,8000,91030827,818,46482,9988,2,252,5e+07,6.7,0,1998
"945",145,96,51,322,8000,150315155,2000,54010,10886,2,130,5e+07,6.1,13000,2015
"946",321,125,252,10000,40000,127997349,11000,101178,62837,1,779,5e+07,6,90000,2014
"947",230,129,0,277,18000,88504640,412,273108,19148,2,646,4.5e+07,7.6,0,2006
"948",143,90,241,416,1000,81517441,495,111368,3148,1,394,5e+07,7.1,0,1999
"949",55,109,155,293,426,81022333,387,34471,1761,0,147,5e+07,5,0,1995
"950",257,124,488,1000,19000,75621915,13000,111003,36873,3,199,NA,7.1,22000,2011
"951",279,121,295,329,12000,79948113,748,186879,13421,0,791,5e+07,6.2,0,2009
"952",143,95,9,11000,14000,88658172,11000,58412,37967,2,242,5e+07,5.6,2000,2006
"953",196,128,62,874,6000,75888270,989,71153,10163,0,560,NA,5.4,0,2005
"954",310,118,43,7000,33000,84244877,15000,375456,57426,7,292,5e+07,7.4,44000,2011
"955",116,80,12,58,13000,75367693,258,58961,13430,0,232,3.5e+07,5,795,2004
"956",105,99,148,660,2000,73701902,843,27548,6729,1,209,6e+07,5.2,0,2004
"957",419,133,152,11000,22000,75605492,18000,283563,53094,1,312,5e+07,7.6,27000,2011
"958",64,127,249,808,18000,67823573,11000,91176,30383,3,130,5e+07,6.6,0,1995
"959",359,106,174,660,14000,91439400,664,200647,16967,0,384,5e+07,7,24000,2014
"960",166,98,99,433,12000,67128202,536,43328,14007,3,110,6.5e+07,5.7,0,2009
"961",525,132,160,443,20000,70496802,979,791783,22417,1,2042,5.4e+07,8.2,48000,2005
"962",165,114,71,55,154,60470220,131,81444,428,2,192,5e+07,6.2,955,2003
"963",2,45,NA,132,416,NA,171,1824,1816,2,9,NA,7.9,0,NA
"964",87,78,5,1000,8000,58336565,2000,12845,11124,0,118,5e+07,6.6,624,2006
"965",117,101,23,541,660,66002004,651,36431,2177,1,168,5e+07,4.7,1000,2005
"966",113,113,39,477,1000,54997476,912,40362,3341,0,248,5e+07,6.3,970,2001
"967",349,98,75,467,10000,55682070,520,159868,11946,2,304,5e+07,6.1,45000,2013
"968",152,124,213,372,838,52752475,593,63067,2583,0,533,5e+07,6.7,0,2002
"969",288,109,154,144,15000,55092830,348,195043,15608,1,329,6e+07,6.1,27000,2011
"970",358,128,79,414,13000,50815288,903,109188,14747,0,625,5e+07,7,0,2005
"971",204,144,0,681,769,52822418,726,47764,3580,0,219,5e+07,7.4,44000,2016
"972",156,95,34,679,17000,50150619,995,45580,19513,1,102,5e+07,7.3,18000,2014
"973",171,105,12,935,87000,48745150,11000,50170,101383,1,306,5e+07,5.8,773,2006
"974",76,121,16000,826,16000,50007168,1000,39529,19139,0,142,5e+07,6.7,1000,1997
"975",97,125,0,957,10000,48154732,2000,60326,15569,1,142,5e+07,5.8,2000,1997
"976",157,129,21000,283,495,48265581,294,261069,1397,1,506,5e+07,7.8,25000,1997
"977",267,132,50,368,992,46982632,495,172792,1933,0,1740,5e+07,6.6,0,2006
"978",118,118,41,585,18000,44737059,4000,48322,24024,1,261,5e+07,6.5,0,2000
"979",291,113,22,1000,3000,56724080,1000,172112,8398,7,181,5e+07,6.7,39000,2012
"980",68,140,473,294,18000,44484065,822,107227,20152,2,279,5e+07,7.3,3000,1998
"981",228,89,77,159,490,47553512,298,54101,1367,0,210,5e+07,5.8,15000,2014
"982",36,104,644,174,437,42610000,289,60293,1093,1,114,5.5e+07,5.5,669,1994
"983",105,106,287,767,16000,41482207,823,68428,19610,0,148,5e+07,6.3,0,1990
"984",276,141,71,3000,21000,47105085,3000,136973,30183,1,275,5e+07,7.4,47000,2014
"985",93,124,75,258,294,41256277,273,46451,1289,2,156,5e+07,5.9,0,1997
"986",191,98,38,706,14000,50740078,919,151580,16791,1,672,4.5e+07,6.2,0,2004
"987",143,108,17,186,14000,40203020,1000,74315,15634,1,259,4e+07,5.9,0,2004
"988",124,114,73,323,18000,40905277,886,45895,19739,3,157,5e+07,6.5,1000,2003
"989",47,101,0,158,854,38590500,643,17997,1860,1,140,5e+07,4.4,812,1994
"990",66,93,0,717,12000,39177541,722,20310,14899,1,177,5e+07,3.5,0,2005
"991",118,119,0,39,29000,39778599,414,176169,29461,0,548,5e+07,6.6,0,2000
"992",93,119,0,434,627,37486138,508,30890,2052,1,106,5e+07,6,718,2004
"993",235,99,160,72,330,38105077,119,58349,701,0,194,4e+07,6.4,0,2009
"994",113,137,0,432,24000,35168395,743,26034,25469,0,226,5e+07,6.5,0,1999
"995",14,105,NA,5,325,NA,7,4438,344,1,33,NA,7.8,361,NA
"996",51,117,31,210,2000,32800000,472,34896,3016,1,118,4e+07,4.3,877,1996
"997",98,87,9,1000,15000,33643461,2000,11257,20061,0,65,5e+07,4.2,0,2010
"998",315,129,16000,447,13000,32741596,563,80140,14344,0,323,5e+07,6.5,16000,2010
"999",136,115,58,401,33000,31874869,455,43574,34606,0,302,5e+07,6.1,0,2002
"1000",61,132,503,282,45000,30306268,13000,62981,58528,0,84,5e+07,6.3,0,1995
"1001",209,131,73,163,879,27667947,184,86374,1344,0,392,5e+07,6.2,3000,2007
"1002",99,95,0,323,13000,27067160,559,18404,14706,1,150,5e+07,5.9,0,1999
"1003",298,125,487,201,430,26616999,329,92461,1300,3,347,4e+07,5.9,43000,2013
"1004",131,98,323,511,933,26536120,631,49926,3357,0,286,5e+07,6.5,0,2003
"1005",146,110,16000,581,16000,26199517,1000,34356,18635,1,260,5e+07,6.4,705,2002
"1006",245,118,670,294,6000,25450527,450,80196,7654,0,190,5e+07,6.5,0,2009
"1007",104,101,0,764,12000,25407250,898,54021,15935,0,227,5e+07,5.7,0,1996
"1008",4,60,NA,398,629,NA,512,7945,2758,2,22,NA,7.5,915,NA
"1009",162,90,663,521,14000,23159305,631,128455,16358,1,514,7e+07,8,0,1999
"1010",259,119,0,639,13000,24006726,1000,139535,15757,8,632,5e+07,7.3,0,2004
"1011",79,139,378,303,11000,20389967,552,3077,12786,1,47,5e+07,6.7,10000,2016
"1012",141,130,317,256,18000,19593740,14000,88270,32637,0,420,5e+07,7.5,0,2003
"1013",59,100,65,730,1000,19118247,923,19829,6171,5,94,4e+07,5.4,779,2005
"1014",236,114,174,655,14000,26442251,988,76010,16992,2,205,5e+07,6.6,15000,2015
"1015",356,96,0,509,10000,17114882,6000,189249,17211,1,398,2.5e+07,7.7,0,2007
"1016",120,110,134,795,23000,18472363,1000,63599,25049,3,208,5e+07,5.8,0,2005
"1017",111,158,0,15,51,14131298,40,55889,144,0,390,3.9e+08,6.4,0,1999
"1018",208,102,234,11000,20000,21557240,11000,85237,45202,3,274,49900000,5.6,18000,2011
"1019",174,84,260,692,6000,21283440,694,46239,8018,0,137,5.5e+07,6,0,2011
"1020",59,115,333,317,972,10556196,713,16562,2606,2,73,5e+07,6.2,697,1997
"1021",22,99,32,479,1000,16671505,619,33186,2949,1,78,5e+07,5.9,0,1994
"1022",34,135,596,2000,10000,10400000,3000,12037,15820,1,90,5e+07,5.1,943,1995
"1023",214,108,218,405,6000,9528092,3000,38513,10191,2,127,2.2e+07,6.8,9000,2010
"1024",28,43,NA,600,3000,NA,845,33535,5381,3,149,NA,7,0,NA
"1025",186,127,12000,897,984,10137232,940,58015,5702,0,374,5e+07,6,0,2005
"1026",50,107,607,602,2000,9795017,979,9227,5461,0,70,5e+07,5.1,422,1995
"1027",180,95,83,1000,18000,20488579,8000,113483,29926,1,245,5e+07,5.8,0,2009
"1028",231,124,98,592,1000,19445217,852,67796,3580,7,258,6e+07,6.2,14000,2013
"1029",105,109,0,809,49000,8355815,811,34730,52885,2,341,5.5e+07,6.4,0,2002
"1030",226,102,0,1000,14000,28837115,8000,34964,24107,4,150,5e+07,4.8,28000,2016
"1031",75,88,5,338,11000,6471394,387,15880,11972,5,93,5e+07,4.9,288,2004
"1032",82,87,0,591,2000,6291602,602,8070,3954,0,91,5e+07,5.6,255,2000
"1033",296,104,71,982,12000,10706786,2000,81800,16481,1,211,5e+07,5.5,15000,2011
"1034",103,96,43,77,841,8742261,342,19824,1385,2,179,1.8e+07,3.7,0,2009
"1035",98,85,70,848,26000,43905746,5000,77684,32831,1,294,4.9e+07,5.9,0,2001
"1036",30,64,NA,184,1000,NA,531,50391,1863,8,148,NA,8.5,31000,NA
"1037",48,104,212,380,879,21413502,560,14429,2795,5,113,4e+07,6.3,2000,1990
"1038",195,135,628,830,22000,7994115,882,90932,24316,2,209,NA,7.4,21000,2009
"1039",223,190,0,215,599,124107476,399,170684,1418,0,867,4.8e+07,7.6,0,2000
"1040",149,127,14000,440,11000,197171806,844,515306,12884,5,477,4.8e+07,8.3,0,1989
"1041",324,129,456,0,2000,12802907,35,70886,2035,1,226,NA,6.6,36000,2012
"1042",371,120,662,502,20000,31569268,2000,172965,23051,0,627,4.9e+07,6.9,67000,2015
"1043",75,118,176,308,18000,66488090,11000,120202,29748,2,397,4.8e+07,6.7,0,1999
"1044",233,112,21000,237,17000,95308367,324,206104,18141,0,850,4.8e+07,6.8,0,2002
"1045",32,89,42,235,598,NA,555,1263,2353,0,32,1500000,4.6,352,2006
"1046",150,114,737,393,2000,60652036,490,137854,3743,1,560,4.8e+07,7.1,3000,1999
"1047",172,137,79,194,27000,1206135,254,40568,27666,3,185,5e+07,6.4,18000,2015
"1048",103,112,109,261,779,56607223,629,93367,1823,8,497,4.8e+07,6.4,0,2001
"1049",140,120,34,1000,18000,50173190,12000,148490,33615,1,537,4.8e+07,7.4,0,2001
"1050",125,123,446,821,20000,47095453,1000,64595,22209,1,316,4.8e+07,6.4,0,2001
"1051",125,93,11000,484,3000,37879996,575,81888,5390,2,254,4.8e+07,6,0,2000
"1052",36,123,0,886,12000,25900000,5000,12771,18793,1,84,5.8e+07,6.5,828,1984
"1053",295,122,446,600,23000,53574088,8000,237872,33548,1,560,5.5e+07,7.8,0,2007
"1054",222,115,118,482,14000,89253340,794,133436,16967,0,323,4.8e+07,6,38000,2014
"1055",158,123,0,23,3000,37339525,745,71708,3768,1,307,4.8e+07,7,0,1998
"1056",72,96,0,302,2000,60154431,1000,122347,3718,1,345,4.7e+07,6,0,1996
"1057",34,110,375,59,113,528972,102,5639,371,0,55,NA,7.8,522,1998
"1058",72,105,631,327,678,103738726,631,47819,2096,1,164,1e+08,6.1,2000,1990
"1059",152,113,323,835,1000,69304264,977,73068,4660,0,419,4.8e+07,6.8,0,1999
"1060",89,132,545,807,919,29781453,811,22447,4796,1,210,4.8e+07,6.4,0,2001
"1061",145,93,270,535,13000,NA,954,172489,15192,1,376,1.4e+07,7.7,0,1982
"1062",144,115,0,12,29,NA,29,54057,95,0,236,1e+06,8.1,0,1972
"1063",93,75,0,677,4000,15519841,769,8693,6863,3,71,4.7e+07,4.5,261,2006
"1064",46,108,350,77,8000,5600000,115,11913,8349,1,97,4.7e+07,5.8,616,1996
"1065",84,105,29,692,8000,126805112,1000,98199,12344,1,169,4.6e+07,6.3,0,1997
"1066",142,102,148,135,8000,93607673,973,47573,9176,4,343,4.8e+07,5.7,881,2001
"1067",185,118,22000,319,14000,67263182,509,218771,15658,0,651,4.6e+07,7.2,0,2002
"1068",143,111,906,906,1000,92001027,1000,97838,6315,2,286,4.5e+07,7.6,3000,1996
"1069",178,81,39,364,13000,10539414,541,45729,14619,1,176,4.7e+07,4.7,0,2010
"1070",65,116,380,826,18000,58918501,13000,40126,33233,1,107,4.6e+07,6.6,975,1996
"1071",73,86,293,255,509,181395380,418,220392,2070,1,243,4.5e+07,6.8,0,1997
"1072",72,127,65,345,788,14946229,423,2581,2104,1,29,2.5e+07,7.3,0,2016
"1073",10,140,92,522,1000,NA,623,491,2704,1,16,4.8e+07,2.7,115,1981
"1074",35,91,32,628,924,130512915,664,60884,3244,2,85,4.5e+07,4.8,0,1994
"1075",358,98,118,558,14000,139852971,935,238671,16410,0,461,4.5e+07,6.3,63000,2012
"1076",151,84,119,750,807,110000082,780,111526,3629,7,347,4.8e+07,5.5,0,2003
"1077",140,109,80,213,545,106807667,337,137377,1574,1,370,4.5e+07,6.2,0,2000
"1078",201,93,40,311,14000,101702060,3000,85323,17925,0,212,4.5e+07,5.8,0,2008
"1079",77,113,0,995,11000,95149435,1000,53687,15362,2,152,4e+07,5.7,1000,2004
"1080",43,141,79,956,18000,100768056,8000,59569,30063,0,89,4.5e+07,6.5,0,1993
"1081",39,119,541,551,821,92115211,577,45798,4043,3,94,4.5e+07,6.7,1000,1994
"1082",207,97,0,760,11000,93452056,2000,184795,14868,1,310,4.5e+07,7.4,22000,2007
"1083",47,117,176,308,11000,83287363,530,81442,12757,1,137,4.5e+07,6.9,0,1992
"1084",132,101,126,586,3000,82931301,949,43358,6292,0,228,6e+07,5.5,0,2005
"1085",454,153,777,1000,20000,60962878,15000,383591,37321,2,620,4.6e+07,8.1,86000,2013
"1086",109,122,845,854,18000,76261036,881,305929,22370,2,633,4.5e+07,7.7,0,2001
"1087",213,102,23,436,25000,71423726,724,123558,26998,3,609,4.5e+07,7.3,19000,1999
"1088",127,83,322,179,1000,71277420,422,119590,1645,7,548,4.5e+07,5.2,0,2001
"1089",398,103,33,84,970,88625922,91,75176,1336,3,252,4.5e+07,7.1,26000,2011
"1090",184,110,45,595,886,70001065,650,191437,3174,1,582,4.5e+07,7.1,0,1998
"1091",127,136,49,730,17000,67253092,807,92702,20299,0,209,3e+07,7.2,0,2005
"1092",167,91,50,67,521,66790248,108,57281,758,0,350,4.5e+07,6.5,0,2002
"1093",119,89,49,514,2000,65557989,902,73539,3717,0,271,4.5e+07,4.6,0,1997
"1094",155,107,18,560,811,60786269,625,90539,3106,5,379,4.5e+07,5.6,0,2000
"1095",218,129,628,548,14000,59365105,14000,318634,28886,9,1004,4.5e+07,7.7,52000,2003
"1096",117,95,487,1000,18000,162792677,1000,211226,24205,0,317,1.2e+08,7.2,0,1998
"1097",208,122,117,140,40000,31598308,1000,124765,41636,1,541,3.5e+07,6.8,0,2001
"1098",38,110,49,20,13000,57362581,279,50148,13331,2,116,4.5e+07,5.4,0,1994
"1099",48,135,41,808,982,53854588,843,37911,3648,0,73,4.5e+07,6.3,1000,1996
"1100",8,111,5,559,6000,NA,584,5888,7493,0,61,2500000,7.2,0,1968
"1101",94,95,58,3000,14000,52580895,8000,30255,27351,1,118,4.5e+07,5.6,743,2005
"1102",276,109,37,651,11000,51019112,2000,155745,14073,0,1053,5e+07,6.8,10000,2005
"1103",59,93,38,631,1000,48114556,641,9380,4604,1,91,2.6e+07,4.3,531,2004
"1104",216,94,85,443,14000,50648679,706,149549,16225,1,348,4.5e+07,6.3,0,2007
"1105",173,117,153,734,35000,46280507,11000,87165,49743,0,184,4e+07,6.5,12000,2014
"1106",99,112,61,501,1000,38360195,976,21215,3757,1,116,4.5e+07,6.4,0,2006
"1107",42,111,161,132,11000,46815748,894,32544,12161,1,69,4.5e+07,6.3,0,1994
"1108",25,96,0,563,1000,35617599,845,20688,2965,1,47,4.5e+07,5.9,0,1995
"1109",339,141,0,404,749,47307550,463,104301,1948,4,269,4.5e+07,6.5,28000,2012
"1110",127,94,160,167,550,32003620,216,79141,1102,1,355,2.5e+07,6.5,2000,2004
"1111",122,87,29,252,427,27972410,304,114692,1461,1,285,3.5e+07,6.1,2000,2003
"1112",105,88,8,8000,12000,28133159,11000,30055,33822,1,70,5e+07,5.9,593,2006
"1113",144,177,0,202,913,27400000,362,97087,2449,3,569,4e+07,6.6,11000,1984
"1114",156,133,278,107,5000,24343673,117,91860,5405,0,524,4.5e+07,7.4,14000,2007
"1115",323,119,0,10000,29000,22877808,14000,152591,53895,0,414,3.5e+07,7.3,0,2008
"1116",199,102,503,795,13000,36883539,929,112769,15053,2,305,5.2e+07,6.6,0,2006
"1117",164,101,326,510,14000,22531698,844,81523,15990,0,214,7e+07,5.6,0,2008
"1118",39,91,29,322,2000,20400913,461,15455,3855,1,80,4.5e+07,5.3,451,1996
"1119",43,117,11000,451,905,20101861,484,24757,2348,0,81,4.5e+07,6,0,1996
"1120",82,86,13,553,1000,25200412,701,16580,3423,3,55,4.5e+07,5.4,916,2009
"1121",150,124,0,19,723,19719930,44,42621,793,0,531,4.5e+07,6.8,0,2001
"1122",168,134,38,2000,11000,19377727,8000,35140,24351,3,409,4.5e+07,6.4,0,2005
"1123",432,95,38,20,409,13401683,107,203461,578,0,588,3.5e+07,7.1,46000,2012
"1124",60,100,23,579,1000,17300889,642,27648,3855,0,148,4.5e+07,4.9,0,1996
"1125",85,220,0,820,13000,15527125,861,11388,15006,2,183,5.7e+07,5.8,652,2000
"1126",83,212,0,805,12000,13560960,5000,23996,21130,0,161,5e+07,7.1,915,1995
"1127",343,128,2000,501,854,15523168,766,132423,2507,2,349,4.5e+07,7.2,15000,2010
"1128",106,106,208,855,3000,11146409,1000,26551,6558,0,273,4.5e+07,6,0,1998
"1129",158,160,0,826,23000,7916887,1000,15697,26982,0,182,4.5e+07,6,0,2008
"1130",189,114,611,10,879,6565495,52,36455,949,2,229,4.5e+07,7,0,2006
"1131",125,99,15,61,12000,15279680,68,48245,12166,1,154,4e+07,5.4,0,2008
"1132",87,74,188,865,11000,7262288,1000,17307,13917,2,186,4e+07,6.5,892,2002
"1133",115,139,179,50,267,4584886,202,19114,538,0,115,4.5e+07,6.4,0,2007
"1134",23,52,NA,114,164,NA,116,15762,654,9,47,NA,8.3,17000,NA
"1135",24,103,170,269,849,2154540,623,3803,2457,2,41,4.5e+07,4.9,68,1997
"1136",152,101,32,104,219,8129455,141,89568,661,1,142,4.5e+07,6.3,17000,2011
"1137",12,91,11,500,719,NA,611,4377,3090,0,66,6.5e+07,1.7,0,2012
"1138",656,130,0,650,1000,136019448,660,452465,3133,1,695,44500000,7.7,89000,2012
"1139",119,130,99,812,11000,183875760,1000,213668,13357,1,270,4.4e+07,7.8,0,1993
"1140",161,110,72,789,18000,67061228,1000,96565,21554,1,135,4e+07,5.5,0,2010
"1141",73,147,272,893,22000,53300852,11000,154487,37076,3,259,4.4e+07,7.5,0,1996
"1142",96,96,170,668,13000,150415432,738,117606,15662,0,217,4.4e+07,6.4,0,1985
"1143",28,118,13,643,23000,44834712,2000,13995,26907,1,62,4.4e+07,5.6,353,1996
"1144",105,88,3,40,1000,84300000,48,90360,1178,0,147,2600000,7.5,0,1940
"1145",102,325,517,678,12000,1500000,849,9830,14255,0,189,4.4e+07,6.8,1000,1980
"1146",206,102,235,520,956,62318875,845,156225,2998,1,502,5e+07,6.8,0,2006
"1147",159,110,118,287,11000,5773519,1000,28618,12876,2,91,4e+07,6,11000,2015
"1148",137,136,835,225,670,51768623,370,73006,1801,1,297,4.3e+07,7.3,0,2000
"1149",116,103,84,664,12000,37035515,10000,34597,23864,1,194,4.3e+07,6,0,2000
"1150",177,103,255,5000,11000,24520892,5000,85198,22383,1,303,4.5e+07,7,0,2005
"1151",99,90,16,16,44,24430272,28,46158,132,3,403,4.3e+07,5.1,0,2002
"1152",56,154,521,957,10000,158348400,1000,88844,14244,0,142,4.2e+07,6.8,0,1993
"1153",117,99,23,135,405,31136950,268,47364,1066,1,75,4.4e+07,6.5,0,2010
"1154",252,93,165,350,26000,29113588,956,117999,27834,0,181,4e+07,6.6,16000,2011
"1155",375,109,97,839,17000,138447667,971,408302,19968,2,345,4.2e+07,7.2,39000,2012
"1156",150,124,50,427,8000,116006080,437,203269,9255,1,602,4.2e+07,7,11000,1999
"1157",187,84,91,206,579,106793915,530,140499,1817,0,358,4.5e+07,7,0,2000
"1158",108,90,29,650,22000,87856565,923,106909,24534,1,268,4.2e+07,5.9,0,2004
"1159",21,117,71,547,723,70100000,558,20183,3841,1,41,4e+07,5.4,0,1992
"1160",270,123,176,749,975,159578352,815,133177,4825,7,380,4.3e+07,6.6,24000,2013
"1161",72,251,311,595,940,57750000,726,21554,2957,2,192,31115000,7,0,1963
"1162",154,105,153,491,4000,45290318,828,74169,6727,2,112,4.2e+07,6.5,17000,2012
"1163",114,115,73,505,11000,41543207,3000,30077,15571,1,175,4.2e+07,6.3,893,2002
"1164",27,122,0,292,12000,41252428,592,11453,13716,0,71,4.2e+07,6.5,0,1996
"1165",166,119,89,395,650,35228696,537,63677,1651,0,460,3.2e+07,6.5,0,2002
"1166",288,81,119,412,468,59992760,442,119622,2134,1,396,4.2e+07,5.8,0,2009
"1167",117,133,46,275,683,34667015,349,74009,2371,0,317,3.2e+07,6.6,0,1989
"1168",291,100,308,913,10000,37652565,2000,91151,15369,2,283,4.2e+07,5.4,20000,2011
"1169",151,120,17,808,22000,24375436,9000,42547,33585,1,265,4.2e+07,6.1,748,2001
"1170",36,104,5,687,5000,20915465,922,38203,7723,0,290,4.2e+07,4,0,1993
"1171",168,122,487,16,12000,24127895,43,248123,12076,2,437,5e+07,7.6,10000,2005
"1172",283,80,611,576,5000,84961,643,149414,6229,4,841,3.1e+07,7.9,0,2002
"1173",127,91,30,497,922,26404753,786,34203,3301,1,169,4e+07,5.3,19000,2012
"1174",293,112,133,365,11000,6105175,392,247020,12239,4,835,4.4e+07,6.6,50000,2014
"1175",95,100,19,433,624,5664251,489,22309,2056,1,102,4.5e+07,6.3,0,2010
"1176",4,30,NA,253,870,NA,284,1558,1610,1,18,NA,7.5,455,NA
"1177",213,105,0,52,1000,1260917,172,24657,1342,4,71,2.7e+07,7.2,0,2009
"1178",119,110,161,196,1000,116724075,418,187181,1954,0,564,4.1e+07,7,0,2002
"1179",9,101,326,6,326,NA,152,590,488,0,5,NA,4.9,161,2015
"1180",167,144,241,996,13000,56083966,3000,137003,18761,1,658,6.5e+07,6.9,0,2001
"1181",98,108,4,96,687,22108977,312,29861,1134,1,132,4.1e+07,5.2,505,2003
"1182",234,107,0,766,13000,293501675,3000,704766,17540,0,2073,4e+07,8.1,14000,1999
"1183",258,102,20,54,107,18600911,81,125198,362,6,153,4.2e+07,6.6,11000,2012
"1184",108,100,64,296,734,7204138,574,34809,2085,0,125,4.1e+07,6.2,11000,2011
"1185",81,126,80,225,668,90800000,641,126907,2004,0,235,8e+06,7.2,0,1984
"1186",538,138,737,14000,34000,150117807,23000,358416,83012,5,751,4e+07,7.3,63000,2013
"1187",224,108,98,723,16000,163947053,896,227824,18656,1,273,4e+07,6.7,10000,2009
"1188",129,105,78,298,984,116735231,489,56646,2129,0,336,7e+07,6.4,0,1999
"1189",125,108,0,690,1000,118500000,869,340085,3660,0,327,4e+07,7.8,12000,1989
"1190",433,89,0,903,19000,126546825,11000,327367,32325,0,918,4e+07,6.4,83000,2014
"1191",362,129,456,716,1000,166147885,935,220020,4585,0,1360,4e+07,4.1,101000,2015
"1192",93,84,0,2000,13000,111760631,4000,40227,22935,3,188,3.8e+07,4.1,681,2003
"1193",71,149,541,1000,18000,108706165,11000,99558,31349,3,236,4e+07,7.4,0,1996
"1194",104,94,189,597,3000,138614544,2000,75152,7014,15,288,4e+07,5.8,0,2003
"1195",319,121,532,127,480,125069696,449,203963,1261,0,420,4e+07,7.6,58000,2013
"1196",41,128,545,251,15000,107458785,923,71754,16751,3,166,4e+07,7.2,0,1992
"1197",300,134,0,336,1000,102310175,575,64989,2676,0,279,4e+07,7.8,40000,2016
"1198",556,120,21000,81,10000,96917897,349,479453,10555,0,696,4e+07,7.7,74000,2010
"1199",161,129,42,49,97,93952276,50,132048,318,7,203,4e+07,6.4,12000,2009
"1200",151,89,119,807,2000,90703745,869,93748,5855,8,410,4.5e+07,5.1,1000,2006
"1201",212,116,0,71,287,89138076,157,98535,600,4,734,4e+07,5.5,0,2000
"1202",111,118,0,690,1000,87666629,869,283480,3986,0,263,4e+07,7.4,0,1990
"1203",173,107,164,723,8000,90353764,2000,85629,12556,2,144,4e+07,6,14000,2015
"1204",181,155,0,10000,18000,82522790,12000,143835,42220,0,654,4e+07,7.5,14000,1992
"1205",252,123,0,923,11000,94125426,935,79264,13321,2,277,4e+07,7,13000,2009
"1206",216,128,241,898,11000,95001343,3000,66511,16911,0,200,4e+07,7.5,28000,2013
"1207",203,139,333,1000,22000,81292135,13000,137891,36810,1,696,4e+07,7.3,0,1999
"1208",218,109,101,839,13000,86208010,899,97045,16179,1,285,3.5e+07,5.7,55000,2014
"1209",118,120,155,249,23000,81593527,984,48806,24300,1,263,4e+07,7.3,11000,2006
"1210",241,121,278,808,22000,75274748,11000,130661,36010,2,304,3.5e+07,7.2,54000,2015
"1211",119,102,167,655,2000,90835030,874,28621,5178,0,58,4e+07,5.9,0,2016
"1212",89,117,0,322,855,72455275,363,113068,2144,1,382,4e+07,7.8,0,1992
"1213",209,178,138,748,904,75305995,876,110394,5074,0,433,4e+07,7.7,0,2004
"1214",374,147,436,175,3000,74098862,472,656640,3924,1,1732,4e+07,8.1,13000,2005
"1215",235,90,38,882,2000,72266306,897,127528,6775,4,422,4e+07,6.6,0,2008
"1216",215,105,29,257,24000,71347010,4000,166194,28928,2,215,4e+07,7.1,0,2009
"1217",109,114,101,398,700,70836296,655,109445,2842,2,426,4e+07,5.9,0,2001
"1218",125,206,0,4,433,70405498,256,113472,698,1,442,4e+07,8,0,1991
"1219",65,99,14,633,17000,70163652,826,31968,19334,0,82,4e+07,4.6,663,2006
"1220",125,123,563,8000,24000,66808615,11000,87351,43917,0,344,3.4e+07,6.1,2000,2001
"1221",322,137,11000,465,769,115603980,698,103589,2938,0,351,6.5e+07,7.2,35000,2014
"1222",191,102,23,651,2000,64149837,2000,146899,7009,1,185,2e+07,6.4,0,2009
"1223",191,109,415,119,982,83906114,971,104481,2357,2,189,4e+07,6,16000,2014
"1224",221,82,160,748,164000,66466372,137000,75345,303717,0,290,4e+07,5.2,0,2009
"1225",459,142,14000,423,15000,72306065,535,178118,16944,0,355,4e+07,7.6,55000,2015
"1226",131,106,212,389,578,59068786,563,86902,2544,2,411,4e+07,6.4,0,2001
"1227",222,114,89,177,836,60923325,719,147317,2091,2,197,NA,6.4,12000,2010
